headline,author,source,date,wordcount,permalink,decade
Danger of another Asian crisis 'very real'.,Chuang Peck Ming,Business Times Singapore,12 May 2001,482,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=stbt000020010716dx5c002ok&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
"Be cautious, says NWC chief.",,Straits Times,23 May 2001,315,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=stimes0020010715dx5n008jj&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Wage rise should be lower than last year - NWC.,Anna Teo,Business Times Singapore,23 May 2001,721,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=stbt000020010716dx5n002yi&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Former NWC chief lauded for his service.,,Straits Times,22 June 2001,401,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=stimes0020010715dx6m00anh&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Recommendations in previous recessions.,,Straits Times,9 November 2001,223,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=stimes0020011109dxb9000ba&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
In Short - COE PRICE DROPS IN MOST CATEGORIES.,,Straits Times,21 February 2002,654,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=stimes0020020221dy2l000gx&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
World Bank too upbeat - S'pore-based economists.,,Business Times Singapore,10 April 2002,741,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=stbt000020020411dy4a0005p&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Are S'poreans sinking too much into property?,Lydia Lim,Straits Times,13 April 2002,1372,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=stimes0020020415dy4d0006t&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
GDP set to pick up gradually to 3.34% this year.,Audrey Tan,Business Times Singapore,28 January 2003,560,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=stbt000020030128dz1s00008&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Tap foreigners to beat volatile job market.,Audrey Tan,Business Times Singapore,28 January 2003,694,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=stbt000020030128dz1s00001&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Head of Sars Central - We're not heroes.,Cheong Suk-wai,Straits Times,9 May 2003,905,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=stimes0020030509dz590005p&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Foreigners took 3 out of 4 new jobs in past five years.,Edna Koh,Straits Times,31 July 2003,522,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=stimes0020030731dz7v0005l&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Three in four new jobs going to foreigners.,Anna Teo.,Business Times Singapore,31 July 2003,885,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=stbt000020030731dz7v00002&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
NTU - Data came from the Govt.,Rebecca Lee,Straits Times,1 August 2003,430,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=stimes0020030801dz810005w&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
"NTU wrong, 9 in 10 new jobs went to S'poreans.",Sue-Ann Chia,Straits Times,1 August 2003,797,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=stimes0020030801dz810005l&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Storm over jobs issue,Teo Hwee Nak,Today,1 August 2003,889,http://eresources.nlb.gov.sg/newspapers/Digitised/Article/today20030801-1.2.2.aspx,100
16% CPF is enough.,Chua Lee Hoong,Straits Times,26 October 2003,2014,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020031025dzaq0003d&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Just out/coming up.,,Straits Times,8 February 2004,325,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020040207e0280000d&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Want more births? Pay for school fees.,M. Nirmala,Straits Times,15 May 2004,542,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020040515e05f0000g&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Don't use free education to boost births.,Lee Siew Peng,Straits Times,18 May 2004,437,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020040517e05i00021&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Veteran leader's economic legacy lives on,Larry Teo,Straits Times,9 October 2004,691,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020041008e0a900013&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Emeritus award for top surgeon,,Straits Times,8 July 2005,212,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020050707e1780000m&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Singapore Snippets,,TODAY (Singapore),27 July 2005,244,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=TDAYSG0020050726e17r0001q&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
S'pore has to tread carefully on foreign labour policy: Prof,Nande Khin,Business Times Singapore,27 July 2005,732,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STBT000020050726e17r0000n&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Can too much cheap foreign labour crimp wages?,Erica Tay,Straits Times,1 August 2005,484,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020050731e18100016&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Two more join minority rights council,Ken Kwek,Straits Times,22 July 2006,530,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020060721e27m0001t&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
High-flier fronts 'clever thinkers' show; News suits law-trained CNA presenter û who is also Lim Chong Yah 's daughter û to the letter,Christie Loh,TODAY (Singapore),11 September 2006,635,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=TDAYSG0020060910e29b0000c&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Let's talk about foreign workers and low wages,Chua Mui Hoong,Straits Times,7 October 2006,1159,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020061006e2a70003u&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Which Universtiy?,,Straits Times,27 March 2007,2882,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020070326e33r0001l&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
S'pore's dirty secret,,Straits Times,28 July 2007,1685,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020070727e37s0002d&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Lee Hsien Yang tipped to be F&N chairman,Conrad Raj,Business Times Singapore,4 September 2007,693,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STBT000020070904e3940000b&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Exchange rates yet to recover,Nisha Ramchandani,Business Times Singapore,10 October 2007,317,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STBT000020071009e3aa0000l&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Truce reached in Hainanese clan feud,Lin Xinyi,Straits Times,17 November 2007,271,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020071119e3bh0003k&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Dispute erupts again in Hainanese clan,Ho Ai Li,Straits Times,3 December 2007,667,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020071202e3c30000w&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
ST readers donate $30k to ease his burden,Theresa Tan,Straits Times,2 January 2008,403,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020080101e4120000u&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Hsien Yang's in-laws buy F&N-developed condo,,TODAY (Singapore),26 January 2008,265,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=TDAYSG0020080125e41q0002a&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Lee Hsien Yang's in-laws buy unit in F&N-built condo,,Straits Times,27 January 2008,198,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020080126e41r0000o&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Straits Trading appoints Chew as chairman,Michelle Quah,Business Times Singapore,25 April 2008,441,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STBT000020080424e44p00019&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
A Recipe for economic growth,,Straits Times,21 June 2008,2373,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020080622e46l00022&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
"Crisis? Spend, says the prof",Michelle Tay,Straits Times,29 October 2008,1217,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020081028e4at0000m&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
From sleepy hollow to hallowed halls of learning,,Straits Times,29 October 2008,236,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020081028e4at0000n&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Past and present dangers,Zakir Hussain,Straits Times,1 November 2008,1388,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020081031e4b100025&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Growing up in poverty,,Straits Times,5 September 2009,234,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020091204e5c50000q&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
'I owe my life to education',Radha Basu,Straits Times,5 December 2009,1339,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020091204e5c50000p&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Everything apart from family just 'a hob',Wong Kim Hoh,Straits Times,27 June 2010,1718,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020100626e66r0001d&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
"Education, employment and self-reliance for social cohesion",Robin Chan and Rachel Au-Yong,Straits Times,31 July 2010,605,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020100730e67v0000f&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
Tharman: Govt hand needed in social equity,Teh Shi Ning,Business Times Singapore,31 July 2010,367,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STBT000020100730e67v0000t&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
New forum on state of the nation,Chua Mui Hoong,Straits Times,20 September 2010,1773,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020100919e69k00027&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
"Geithner rule workable, but needs tweak",Lim Chong Yah,Straits Times,11 November 2010,806,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020101110e6bb0002r&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
The 1970s: Tripartism is born,,Straits Times,15 January 2011,736,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020110114e71f0002l&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
View points,,Straits Times,18 February 2011,219,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020111201e7c20003k&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
Save the euro to avoid recession,Lim Chong Yah,Straits Times,2 December 2011,1202,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020111201e7c20005h&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
Abdullah Tarmugi joins minority rights council,Teo Wan Gek,Straits Times,11 January 2012,342,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020120110e81b0001m&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
"The wage revolution, interrupted",Janice Heng and Cai Haoxiang,Straits Times,27 January 2012,2262,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020120126e81r0001k&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
A personal tribute to Dr Toh Chin Chye,Lim Chong Yah,TODAY (Singapore),10 February 2012,1604,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=TDAYSG0020120209e82a0003h&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
"WHAT THE EXPERTS SAY; Good for older workers, the poor, less so for businesses",Melissa Tan,Straits Times,21 February 2012,687,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020120220e82l0000r&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
Does Singapore need Economic Restructuring II?,Lim Chong Yah,TODAY (Singapore),10 April 2012,826,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=TDAYSG0020120409e84a00003&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
FIRST RESTRUCTURING EXERCISE (1979-81),Lim Chong Yah,TODAY (Singapore),10 April 2012,120,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=TDAYSG0020120409e84a0000s&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
Lim Chong Yah suggests second wage revolution,Teh Shi Ning,Business Times Singapore,10 April 2012,577,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STBT000020120409e84a0000a&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
'Only way out is to restructure again',Melissa Tan,Straits Times,10 April 2012,770,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020120409e84a0000k&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
Professor's 'shock therapy' to revamp wages,Melissa Tan,Straits Times,10 April 2012,384,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020120409e84a0000g&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
"Proposal impractical, say economists",Magdalen Ng,Straits Times,10 April 2012,737,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020120409e84a0000l&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
COMMENTARY; Rationale behind Lim Chong Yah 's wage shock therapy,Teh Shi Ning,Business Times Singapore,11 April 2012,855,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STBT000020120410e84b0000a&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
‘Be mindful’ of wage increase without increase in productivity,Olivia Siong,TODAY (Singapore),13 April 2012,239,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=TDAYSG0020120412e84d0002k&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
Prof Lim defends 'shock therapy',Aaron Low and Melissa Tan,Straits Times,13 April 2012,1080,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020120412e84d0006a&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
"Call for big pay rise too drastic, say SMEs",Yasmine Yahya and Gan Yu Jia,Straits Times,14 April 2012,575,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020120416e84e0000m&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
Wage hike not cost-free: Swee Say,Lydia Lim,Straits Times,14 April 2012,933,http://ezlibproxy1.ntu.edu.sg/login?url=http://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020120416e84e0000k&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
